device_time_stamp,system_time_stamp,left_gaze_point_on_display_area,left_gaze_point_in_user_coordinate_system,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_origin_validity,right_gaze_point_on_display_area,right_gaze_point_in_user_coordinate_system,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_origin_validity
589755054,6514471085763,"(0.35236120223999023, 0.23453563451766968)","(-57.00940704345703, 222.62071228027344, 70.38553619384766)",1,2.0320892333984375,1,"(-79.78562927246094, 5.460397720336914, 599.08251953125)","(0.6818178296089172, 0.4818311333656311, 0.350982129573822)",1,"(0.3435452878475189, 0.23690387606620789)","(-61.68315887451172, 221.95709228515625, 70.14398956298828)",1,2.10455322265625,1,"(-16.92108917236328, 9.356534957885742, 600.5428466796875)","(0.53946453332901, 0.4723275899887085, 0.3435530960559845)",1
589763388,6514471094097,"(0.35267874598503113, 0.23081810772418976)","(-56.84105682373047, 223.6624755859375, 70.76470184326172)",1,2.0335540771484375,1,"(-79.77235412597656, 5.469849109649658, 599.3738403320312)","(0.6816883087158203, 0.48182645440101624, 0.351606547832489)",1,"(0.34759050607681274, 0.23699896037578583)","(-59.538578033447266, 221.93043518066406, 70.1343002319336)",1,2.1165924072265625,1,"(-16.9002628326416, 9.357406616210938, 600.6541137695312)","(0.5394092202186584, 0.47233346104621887, 0.34379351139068604)",1
589771721,6514471102430,"(0.379867285490036, 0.24363191425800323)","(-42.427066802978516, 220.07171630859375, 69.45777130126953)",1,2.0527191162109375,1,"(-79.65202331542969, 5.4733734130859375, 599.2084350585938)","(0.6814738512039185, 0.4818074107170105, 0.351216197013855)",1,"(0.36814767122268677, 0.2347830832004547)","(-48.64020538330078, 222.55137634277344, 70.36027526855469)",1,2.104522705078125,1,"(-16.794374465942383, 9.352762222290039, 600.77001953125)","(0.5391610264778137, 0.4723508059978485, 0.34403857588768005)",1
589780054,6514471110763,"(0.38358423113822937, 0.23608599603176117)","(-40.45653533935547, 222.186279296875, 70.2274169921875)",1,2.0619659423828125,1,"(-79.58045959472656, 5.4854960441589355, 599.3097534179688)","(0.6812782287597656, 0.4817850887775421, 0.35141509771347046)",1,"(0.37772783637046814, 0.23940330743789673)","(-43.561283111572266, 221.25668334960938, 69.88909149169922)",1,2.0813446044921875,1,"(-16.736495971679688, 9.351555824279785, 600.7330322265625)","(0.5390326976776123, 0.4723500609397888, 0.34395474195480347)",1
589788387,6514471119096,"(0.3871208429336548, 0.2381734699010849)","(-38.58160400390625, 221.60133361816406, 70.0145034790039)",1,2.0422210693359375,1,"(-79.55552673339844, 5.498317241668701, 599.2958374023438)","(0.6812269687652588, 0.48175522685050964, 0.35137873888015747)",1,"(0.3815419673919678, 0.23589560389518738)","(-41.53926086425781, 222.23965454101562, 70.24681091308594)",1,2.0959625244140625,1,"(-16.707561492919922, 9.36015510559082, 600.7345581054688)","(0.5389671921730042, 0.4723304510116577, 0.343956857919693)",1
589796721,6514471127430,"(0.3882852792739868, 0.24314099550247192)","(-37.96427536010742, 220.20928955078125, 69.50784301757812)",1,2.05377197265625,1,"(-79.56346130371094, 5.501447677612305, 599.2937622070312)","(0.6812456250190735, 0.48174819350242615, 0.35137662291526794)",1,"(0.37807101011276245, 0.240768700838089)","(-43.379364013671875, 220.8740692138672, 69.74980163574219)",1,2.09722900390625,1,"(-16.70592498779297, 9.374715805053711, 600.7447509765625)","(0.5389629602432251, 0.47229859232902527, 0.34397995471954346)",1
589805054,6514471135763,"(0.38979387283325195, 0.24160099029541016)","(-37.16449737548828, 220.64085388183594, 69.66492462158203)",1,2.0386199951171875,1,"(-79.56858825683594, 5.498485565185547, 599.302734375)","(0.6812540292739868, 0.4817553758621216, 0.351397305727005)",1,"(0.37990298867225647, 0.24159188568592072)","(-42.40814971923828, 220.64341735839844, 69.66584014892578)",1,2.0905303955078125,1,"(-16.705856323242188, 9.385028839111328, 600.7448120117188)","(0.5389629602432251, 0.4722755551338196, 0.34398072957992554)",1
589813387,6514471144096,"(0.3858872056007385, 0.24243171513080597)","(-39.23560333251953, 220.4080352783203, 69.5801773071289)",1,2.0534820556640625,1,"(-79.56301879882812, 5.500121593475342, 599.3038330078125)","(0.6812410950660706, 0.4817516803741455, 0.3513981103897095)",1,"(0.3791172206401825, 0.23914359509944916)","(-42.82470703125, 221.3294677734375, 69.91553497314453)",1,2.097381591796875,1,"(-16.698806762695312, 9.391139030456543, 600.7850952148438)","(0.5389441251754761, 0.47226467728614807, 0.344068318605423)",1
589821720,6514471152429,"(0.38877612352371216, 0.2434605360031128)","(-37.704078674316406, 220.1197509765625, 69.47525024414062)",1,2.039581298828125,1,"(-79.55859375, 5.506381988525391, 599.3052368164062)","(0.6812307834625244, 0.4817377030849457, 0.351400226354599)",1,"(0.3797908425331116, 0.2441369593143463)","(-42.46759796142578, 219.9302215576172, 69.40625)",1,2.0914459228515625,1,"(-16.688953399658203, 9.397623062133789, 600.805908203125)","(0.5389204025268555, 0.4722515642642975, 0.34411343932151794)",1
589830058,6514471160767,"(0.3892146050930023, 0.2408929169178009)","(-37.47160339355469, 220.83926391601562, 69.7371597290039)",1,2.0549468994140625,1,"(-79.55406188964844, 5.511506080627441, 599.306640625)","(0.6812202334403992, 0.4817262291908264, 0.351402223110199)",1,"(0.378830224275589, 0.24321234226226807)","(-42.976871490478516, 220.1892852783203, 69.5005874633789)",1,2.0871124267578125,1,"(-16.680889129638672, 9.404134750366211, 600.8363037109375)","(0.5389000773429871, 0.47223907709121704, 0.3441793620586395)",1
589838392,6514471169101,"(0.38808658719062805, 0.24182908236980438)","(-38.06962585449219, 220.57693481445312, 69.64166259765625)",1,2.0521697998046875,1,"(-79.54386901855469, 5.515811920166016, 599.2782592773438)","(0.6812069416046143, 0.48171478509902954, 0.35133853554725647)",1,"(0.378945529460907, 0.24891868233680725)","(-42.91573715209961, 218.59022521972656, 68.91859436035156)",1,2.1004180908203125,1,"(-16.66727066040039, 9.417618751525879, 600.826904296875)","(0.538870096206665, 0.4722079932689667, 0.34415921568870544)",1
589846724,6514471177433,"(0.38713768124580383, 0.2443203181028366)","(-38.57267761230469, 219.87881469726562, 69.38754272460938)",1,2.0499420166015625,1,"(-79.5361328125, 5.525421619415283, 599.2802734375)","(0.6811890006065369, 0.4816932678222656, 0.351341187953949)",1,"(0.3780447840690613, 0.24664783477783203)","(-43.39326477050781, 219.22657775878906, 69.1501693725586)",1,2.0870819091796875,1,"(-16.66226577758789, 9.42637825012207, 600.8773193359375)","(0.5388553142547607, 0.47219204902648926, 0.34426891803741455)",1
589855058,6514471185767,"(0.38653263449668884, 0.24652701616287231)","(-38.8934440612793, 219.26043701171875, 69.16248321533203)",1,2.0464630126953125,1,"(-79.52819061279297, 5.539694309234619, 599.343994140625)","(0.6811495423316956, 0.48166483640670776, 0.3514770567417145)",1,"(0.3792739808559418, 0.2517489194869995)","(-42.74161911010742, 217.79713439941406, 68.62992095947266)",1,2.0984344482421875,1,"(-16.648649215698242, 9.434928894042969, 600.9078369140625)","(0.5388223528862, 0.4721749424934387, 0.34433501958847046)",1
589863391,6514471194100,"(0.385548859834671, 0.24415217339992523)","(-39.41499710083008, 219.92593383789062, 69.40470123291016)",1,2.049224853515625,1,"(-79.51155090332031, 5.551616191864014, 599.30712890625)","(0.6811248064041138, 0.481635719537735, 0.35139358043670654)",1,"(0.3801688551902771, 0.2541269063949585)","(-42.267189025878906, 217.13076782226562, 68.3873519897461)",1,2.0939178466796875,1,"(-16.633129119873047, 9.444026947021484, 600.84912109375)","(0.5387915968894958, 0.47215011715888977, 0.344207227230072)",1
589871724,6514471202433,"(0.3878381550312042, 0.24740159511566162)","(-38.201316833496094, 219.01536560058594, 69.07328796386719)",1,2.049957275390625,1,"(-79.49079895019531, 5.561606407165527, 599.2302856445312)","(0.6811044216156006, 0.4816085994243622, 0.35122281312942505)",1,"(0.3809555172920227, 0.2505350708961487)","(-41.850162506103516, 218.13729858398438, 68.75370025634766)",1,2.0872802734375,1,"(-16.616106033325195, 9.449642181396484, 600.7991943359375)","(0.538756787776947, 0.472133606672287, 0.34409818053245544)",1
589880058,6514471210767,"(0.3847002387046814, 0.24380366504192352)","(-39.864898681640625, 220.02359008789062, 69.44023895263672)",1,2.0399627685546875,1,"(-79.48291778564453, 5.570605754852295, 599.324462890625)","(0.6810547113418579, 0.4815937578678131, 0.351423978805542)",1,"(0.3815309405326843, 0.25333988666534424)","(-41.54509353637695, 217.35130310058594, 68.46761322021484)",1,2.099151611328125,1,"(-16.59506607055664, 9.451424598693848, 600.6901245117188)","(0.5387170314788818, 0.47212132811546326, 0.34386011958122253)",1
589888391,6514471219100,"(0.3874973952770233, 0.25343865156173706)","(-38.38197326660156, 217.32362365722656, 68.45755004882812)",1,2.0517425537109375,1,"(-79.45890808105469, 5.589377403259277, 599.2787475585938)","(0.6810164451599121, 0.4815487265586853, 0.351319819688797)",1,"(0.3792334198951721, 0.2576150596141815)","(-42.76313400268555, 216.15328979492188, 68.03160858154297)",1,2.074859619140625,1,"(-16.575654983520508, 9.452596664428711, 600.6510009765625)","(0.5386759042739868, 0.4721156060695648, 0.34377413988113403)",1
589896724,6514471227433,"(0.38706955313682556, 0.25067368149757385)","(-38.608787536621094, 218.0984344482422, 68.73957824707031)",1,2.04718017578125,1,"(-79.44275665283203, 5.595013618469238, 599.3246459960938)","(0.680964469909668, 0.4815385043621063, 0.35141441226005554)",1,"(0.38180118799209595, 0.24798785150051117)","(-41.40182113647461, 218.85108947753906, 69.01348114013672)",1,2.0984039306640625,1,"(-16.555740356445312, 9.448967933654785, 600.7218627929688)","(0.5386257171630859, 0.47212862968444824, 0.3439266085624695)",1
589905058,6514471235767,"(0.38618484139442444, 0.2532486021518707)","(-39.077842712402344, 217.37689208984375, 68.4769287109375)",1,2.0498199462890625,1,"(-79.42674255371094, 5.5991363525390625, 599.3381958007812)","(0.6809238195419312, 0.4815298318862915, 0.35143935680389404)",1,"(0.3797697424888611, 0.2500078082084656)","(-42.478790283203125, 218.2850341796875, 68.80748748779297)",1,2.098175048828125,1,"(-16.532833099365234, 9.444717407226562, 600.742919921875)","(0.5385722517967224, 0.4721393287181854, 0.3439706563949585)",1
589913391,6514471244099,"(0.3867588937282562, 0.2517724931240082)","(-38.773494720458984, 217.79051208496094, 68.62751007080078)",1,2.06097412109375,1,"(-79.4143295288086, 5.605253219604492, 599.3720703125)","(0.6808843612670898, 0.48151788115501404, 0.351509153842926)",1,"(0.3770764172077179, 0.24991841614246368)","(-43.906639099121094, 218.31007385253906, 68.81656646728516)",1,2.1046142578125,1,"(-16.51004409790039, 9.444129943847656, 600.7644653320312)","(0.5385191440582275, 0.47214195132255554, 0.34401604533195496)",1
589921725,6514471252433,"(0.38736236095428467, 0.24980182945728302)","(-38.45358657836914, 218.34275817871094, 68.8285140991211)",1,2.0436859130859375,1,"(-79.38905334472656, 5.610128879547119, 599.307861328125)","(0.6808494329452515, 0.4815029203891754, 0.35136401653289795)",1,"(0.3803486227989197, 0.24967893958091736)","(-42.171905517578125, 218.377197265625, 68.84101104736328)",1,2.0993804931640625,1,"(-16.490386962890625, 9.45168685913086, 600.8355712890625)","(0.538469672203064, 0.4721300005912781, 0.344169944524765)",1
589930058,6514471260766,"(0.38913068175315857, 0.25498393177986145)","(-37.5161018371582, 216.890625, 68.2999267578125)",1,2.03314208984375,1,"(-79.3790054321289, 5.624247074127197, 599.3106079101562)","(0.6808260083198547, 0.48147130012512207, 0.35136786103248596)",1,"(0.378675252199173, 0.2534903883934021)","(-43.05904006958008, 217.30914306640625, 68.45227813720703)",1,2.108642578125,1,"(-16.472665786743164, 9.458884239196777, 600.846923828125)","(0.5384288430213928, 0.4721144139766693, 0.3441939651966095)",1
589938391,6514471269099,"(0.38786599040031433, 0.25098752975463867)","(-38.18657684326172, 218.010498046875, 68.7075424194336)",1,2.0343780517578125,1,"(-79.36436462402344, 5.633917331695557, 599.3141479492188)","(0.680791974067688, 0.48144957423210144, 0.3513718247413635)",1,"(0.3779405355453491, 0.2499038428068161)","(-43.44854736328125, 218.31417846679688, 68.81806945800781)",1,2.120025634765625,1,"(-16.463645935058594, 9.465960502624512, 600.837158203125)","(0.5384091734886169, 0.4720977246761322, 0.344172865152359)",1
589946724,6514471277432,"(0.38842064142227173, 0.2510184943675995)","(-37.892513275146484, 218.00181579589844, 68.70437622070312)",1,2.05328369140625,1,"(-79.35751342773438, 5.640315055847168, 599.34716796875)","(0.6807653903961182, 0.481437087059021, 0.35144150257110596)",1,"(0.37856587767601013, 0.24885302782058716)","(-43.11701202392578, 218.60862731933594, 68.92528533935547)",1,2.1017913818359375,1,"(-16.4556941986084, 9.475218772888184, 600.8673095703125)","(0.5383892059326172, 0.47207915782928467, 0.34423840045928955)",1
589955059,6514471285767,"(0.3871918022632599, 0.24249455332756042)","(-38.543983459472656, 220.3904571533203, 69.57376098632812)",1,2.05279541015625,1,"(-79.35456848144531, 5.64534330368042, 599.3890380859375)","(0.6807445287704468, 0.4814281761646271, 0.35153117775917053)",1,"(0.3789243996143341, 0.2448045164346695)","(-42.926937103271484, 219.74313354492188, 69.33817291259766)",1,2.1152191162109375,1,"(-16.449663162231445, 9.481929779052734, 600.87744140625)","(0.5383749008178711, 0.4720647931098938, 0.344260573387146)",1
589963393,6514471294101,"(0.38669198751449585, 0.24345266819000244)","(-38.80895233154297, 220.12196350097656, 69.47606658935547)",1,2.0467681884765625,1,"(-79.35182189941406, 5.649970054626465, 599.3999633789062)","(0.6807346940040588, 0.4814184010028839, 0.351554274559021)",1,"(0.3764699101448059, 0.24463924765586853)","(-44.22818374633789, 219.78944396972656, 69.35503387451172)",1,2.1027374267578125,1,"(-16.440040588378906, 9.485886573791504, 600.84765625)","(0.5383554100990295, 0.4720536470413208, 0.344195693731308)",1
589971726,6514471302434,"(0.3889056146144867, 0.23892001807689667)","(-37.63541030883789, 221.39210510253906, 69.93834686279297)",1,2.05706787109375,1,"(-79.33488464355469, 5.653323650360107, 599.4658203125)","(0.680674135684967, 0.48141446709632874, 0.3516916036605835)",1,"(0.37920042872428894, 0.24732932448387146)","(-42.780601501464844, 219.0355987548828, 69.0806655883789)",1,2.1058807373046875,1,"(-16.416412353515625, 9.486883163452148, 600.7589111328125)","(0.5383082032203674, 0.47204452753067017, 0.34400156140327454)",1
589980059,6514471310767,"(0.4108653664588928, 0.24033845961093903)","(-25.993465423583984, 220.99462890625, 69.79368591308594)",1,2.062255859375,1,"(-79.2674560546875, 5.652960300445557, 599.534423828125)","(0.6804990172386169, 0.48141834139823914, 0.35182031989097595)",1,"(0.40474733710289, 0.2476106435060501)","(-29.236928939819336, 218.95677185058594, 69.05195617675781)",1,2.0910186767578125,1,"(-16.358470916748047, 9.491315841674805, 600.8720092773438)","(0.5381691455841064, 0.47204211354255676, 0.344244122505188)",1
589988392,6514471319100,"(0.41923823952674866, 0.24385257065296173)","(-21.55459976196289, 220.0098876953125, 69.43528747558594)",1,2.04315185546875,1,"(-79.18633270263672, 5.6454176902771, 599.2568969726562)","(0.680410623550415, 0.48141801357269287, 0.35119906067848206)",1,"(0.40790218114852905, 0.2559521496295929)","(-27.564380645751953, 216.61927795410156, 68.20117950439453)",1,2.0935516357421875,1,"(-16.303680419921875, 9.485394477844238, 601.0849609375)","(0.5380299687385559, 0.47207021713256836, 0.3447030782699585)",1
589996726,6514471327434,"(0.420103520154953, 0.2407141625881195)","(-21.095857620239258, 220.8893585205078, 69.75536346435547)",1,2.063690185546875,1,"(-79.1878433227539, 5.6451826095581055, 599.30810546875)","(0.680396556854248, 0.481421560049057, 0.35130974650382996)",1,"(0.4053536355495453, 0.2513744831085205)","(-28.915515899658203, 217.90208435058594, 68.66808319091797)",1,2.096435546875,1,"(-16.28911590576172, 9.47447395324707, 601.066162109375)","(0.5379981994628906, 0.47209304571151733, 0.34466060996055603)",1
590005059,6514471335767,"(0.42000216245651245, 0.24839282035827637)","(-21.14959716796875, 218.7375946044922, 68.97219848632812)",1,2.0597076416015625,1,"(-79.19900512695312, 5.637642860412598, 599.2745361328125)","(0.6804330348968506, 0.4814366400241852, 0.35124021768569946)",1,"(0.40489721298217773, 0.24824164807796478)","(-29.157474517822266, 218.77996826171875, 68.98760986328125)",1,2.088165283203125,1,"(-16.294830322265625, 9.469840049743652, 601.106201171875)","(0.5380082726478577, 0.4721064269542694, 0.34474751353263855)",1
590013393,6514471344101,"(0.41936665773391724, 0.24911734461784363)","(-21.486509323120117, 218.53456115722656, 68.8983154296875)",1,2.0457305908203125,1,"(-79.20771789550781, 5.630553245544434, 599.3125610351562)","(0.6804396510124207, 0.48145490884780884, 0.351324200630188)",1,"(0.40914618968963623, 0.2547672390937805)","(-26.90488624572754, 216.95132446289062, 68.32201385498047)",1,2.091094970703125,1,"(-16.295080184936523, 9.457178115844727, 601.0565185546875)","(0.5380121469497681, 0.4721311032772064, 0.34463873505592346)",1
590021726,6514471352434,"(0.4171726107597351, 0.2533007860183716)","(-22.649673461914062, 217.3622589111328, 68.47162628173828)",1,2.0572662353515625,1,"(-79.21073913574219, 5.624555587768555, 599.3538818359375)","(0.6804323196411133, 0.4814707636833191, 0.351413756608963)",1,"(0.40592819452285767, 0.2499563843011856)","(-28.610897064208984, 218.2994384765625, 68.8127212524414)",1,2.110565185546875,1,"(-16.294082641601562, 9.441078186035156, 601.0169677734375)","(0.5380124449729919, 0.47216418385505676, 0.344551682472229)",1
590030059,6514471360767,"(0.41972815990448, 0.24905411899089813)","(-21.294858932495117, 218.5522918701172, 68.90474700927734)",1,2.046051025390625,1,"(-79.21406555175781, 5.6113433837890625, 599.4140625)","(0.6804192066192627, 0.4815038740634918, 0.35154351592063904)",1,"(0.40900200605392456, 0.24840104579925537)","(-26.9813289642334, 218.73529052734375, 68.97135162353516)",1,2.099761962890625,1,"(-16.294404983520508, 9.419883728027344, 600.93701171875)","(0.5380185842514038, 0.4722058176994324, 0.34437641501426697)",1
590038392,6514471369100,"(0.41842979192733765, 0.24906805157661438)","(-21.983198165893555, 218.54840087890625, 68.90331268310547)",1,2.050933837890625,1,"(-79.21430969238281, 5.600924491882324, 599.46484375)","(0.6804023385047913, 0.48153018951416016, 0.35165247321128845)",1,"(0.41087934374809265, 0.2444087713956833)","(-25.986061096191406, 219.85403442382812, 69.37853240966797)",1,2.098876953125,1,"(-16.29300880432129, 9.400504112243652, 600.8771362304688)","(0.5380193591117859, 0.47224485874176025, 0.344245046377182)",1
590046725,6514471377433,"(0.41835904121398926, 0.25276854634284973)","(-22.020708084106445, 217.51144409179688, 68.52587890625)",1,2.0375823974609375,1,"(-79.20642852783203, 5.590608596801758, 599.4364013671875)","(0.6803941130638123, 0.4815515875816345, 0.3515883684158325)",1,"(0.40957266092300415, 0.2434142678976059)","(-26.678783416748047, 220.13270568847656, 69.47997283935547)",1,2.080535888671875,1,"(-16.28951644897461, 9.389764785766602, 600.8773803710938)","(0.5380113124847412, 0.47226881980895996, 0.34424450993537903)",1
590055059,6514471385767,"(0.41902443766593933, 0.2445092648267746)","(-21.667943954467773, 219.8258819580078, 69.3682861328125)",1,2.0450439453125,1,"(-79.20611572265625, 5.582911491394043, 599.4464721679688)","(0.6803898215293884, 0.48156943917274475, 0.351609468460083)",1,"(0.41186094284057617, 0.24220097064971924)","(-25.46565818786621, 220.47268676757812, 69.6037368774414)",1,2.092681884765625,1,"(-16.283321380615234, 9.379338264465332, 600.9271240234375)","(0.5379936695098877, 0.47229570150375366, 0.34435147047042847)",1
590063392,6514471394100,"(0.41843682527542114, 0.25180038809776306)","(-21.979469299316406, 217.78271484375, 68.62464141845703)",1,2.04827880859375,1,"(-79.19749450683594, 5.5773138999938965, 599.43798828125)","(0.6803732514381409, 0.48158133029937744, 0.35158851742744446)",1,"(0.4101108908653259, 0.24565982818603516)","(-26.39344024658203, 219.5034637451172, 69.25090026855469)",1,2.0926971435546875,1,"(-16.27264976501465, 9.364707946777344, 600.9375610351562)","(0.5379685163497925, 0.4723289906978607, 0.34437257051467896)",1
590071725,6514471402433,"(0.41781726479530334, 0.2493002563714981)","(-22.307924270629883, 218.4833221435547, 68.87967681884766)",1,2.0484771728515625,1,"(-79.19056701660156, 5.567381858825684, 599.4505615234375)","(0.6803532838821411, 0.48160427808761597, 0.35161304473876953)",1,"(0.41260337829589844, 0.2397773563861847)","(-25.072040557861328, 221.15187072753906, 69.85091400146484)",1,2.106201171875,1,"(-16.264345169067383, 9.35163688659668, 600.9776611328125)","(0.5379467606544495, 0.47236111760139465, 0.34445813298225403)",1
590080059,6514471410767,"(0.41845154762268066, 0.2484842836856842)","(-21.97165870666504, 218.7119598388672, 68.96286010742188)",1,2.0472412109375,1,"(-79.15750122070312, 5.5507659912109375, 599.31494140625)","(0.6803246736526489, 0.48163318634033203, 0.35131052136421204)",1,"(0.4089977443218231, 0.24350902438163757)","(-26.983596801757812, 220.1061553955078, 69.4703140258789)",1,2.0886077880859375,1,"(-16.25092124938965, 9.329927444458008, 600.917724609375)","(0.5379202961921692, 0.4724051356315613, 0.3443257212638855)",1
590088395,6514471419103,"(0.417277455329895, 0.24398577213287354)","(-22.5941162109375, 219.97256469726562, 69.42172241210938)",1,2.0491790771484375,1,"(-79.13748931884766, 5.537595272064209, 599.2277221679688)","(0.6803090572357178, 0.4816574454307556, 0.35111626982688904)",1,"(0.4068692922592163, 0.2396910935640335)","(-28.111968994140625, 221.17604064941406, 69.85972595214844)",1,2.10089111328125,1,"(-16.229097366333008, 9.310794830322266, 600.8387451171875)","(0.5378762483596802, 0.4724418818950653, 0.34415149688720703)",1
590096729,6514471427437,"(0.41956496238708496, 0.2434026300907135)","(-21.38138198852539, 220.13597106933594, 69.4811782836914)",1,2.0509796142578125,1,"(-79.129150390625, 5.520643711090088, 599.2398071289062)","(0.6802859306335449, 0.48169606924057007, 0.35113897919654846)",1,"(0.40742143988609314, 0.23736880719661713)","(-27.819257736206055, 221.82681274414062, 70.0965576171875)",1,2.0956878662109375,1,"(-16.217987060546875, 9.298284530639648, 600.7890625)","(0.5378543734550476, 0.4724661111831665, 0.344042032957077)",1
590105062,6514471435770,"(0.4172632396221161, 0.244784414768219)","(-22.60163688659668, 219.74874877929688, 69.3402328491211)",1,2.0417022705078125,1,"(-79.12767791748047, 5.510006904602051, 599.2811279296875)","(0.680268406867981, 0.48172226548194885, 0.35122692584991455)",1,"(0.4086802303791046, 0.2409382164478302)","(-27.151920318603516, 220.82659912109375, 69.73250579833984)",1,2.10223388671875,1,"(-16.210119247436523, 9.291916847229004, 600.7094116210938)","(0.5378421545028687, 0.4724745452404022, 0.343868225812912)",1
590113395,6514471444103,"(0.4195093512535095, 0.2423045039176941)","(-21.410865783691406, 220.44371032714844, 69.59315490722656)",1,2.04522705078125,1,"(-79.13235473632812, 5.49802827835083, 599.342041015625)","(0.6802580952644348, 0.4817526936531067, 0.3513588309288025)",1,"(0.4057283103466034, 0.24461618065834045)","(-28.716867446899414, 219.79591369628906, 69.35738372802734)",1,2.107696533203125,1,"(-16.20274543762207, 9.289814949035645, 600.689453125)","(0.5378268361091614, 0.47247764468193054, 0.343824177980423)",1
590121728,6514471452436,"(0.41859671473503113, 0.23951786756515503)","(-21.894695281982422, 221.22457885742188, 69.87738037109375)",1,2.056610107421875,1,"(-79.122802734375, 5.485383987426758, 599.3238525390625)","(0.680242657661438, 0.48177987337112427, 0.3513162434101105)",1,"(0.41250619292259216, 0.2506522238254547)","(-25.123579025268555, 218.1044464111328, 68.74174499511719)",1,2.0921630859375,1,"(-16.203765869140625, 9.286529541015625, 600.699951171875)","(0.5378283858299255, 0.4724857807159424, 0.34384685754776)",1
590130062,6514471460770,"(0.4190492630004883, 0.24059846997261047)","(-21.6547794342041, 220.92178344726562, 69.76717376708984)",1,2.046356201171875,1,"(-79.11729431152344, 5.469958305358887, 599.3255615234375)","(0.6802294254302979, 0.4818144738674164, 0.35131755471229553)",1,"(0.4094989001750946, 0.2519959807395935)","(-26.7178955078125, 217.7279052734375, 68.60470581054688)",1,2.0931243896484375,1,"(-16.20333480834961, 9.279504776000977, 600.64013671875)","(0.5378314852714539, 0.47249719500541687, 0.34371644258499146)",1
590138395,6514471469103,"(0.41597074270248413, 0.24104177951812744)","(-23.286861419677734, 220.7975616455078, 69.72193908691406)",1,2.0471649169921875,1,"(-79.09610748291016, 5.455440998077393, 599.2586669921875)","(0.6802042126655579, 0.48184290528297424, 0.35116657614707947)",1,"(0.4116506576538086, 0.25062140822410583)","(-25.577163696289062, 218.11309814453125, 68.74491882324219)",1,2.0856170654296875,1,"(-16.20301055908203, 9.276790618896484, 600.6904296875)","(0.5378271341323853, 0.4725068509578705, 0.3438253700733185)",1
590146728,6514471477436,"(0.4166274070739746, 0.24241280555725098)","(-22.938718795776367, 220.41334533691406, 69.58211517333984)",1,2.04180908203125,1,"(-79.10032653808594, 5.447971343994141, 599.288330078125)","(0.6802035570144653, 0.4818613529205322, 0.35123130679130554)",1,"(0.41164106130599976, 0.253431111574173)","(-25.582225799560547, 217.3257293701172, 68.45830535888672)",1,2.0933990478515625,1,"(-16.201324462890625, 9.26962947845459, 600.6707153320312)","(0.5378246903419495, 0.47252145409584045, 0.343781977891922)",1
590155062,6514471485770,"(0.4135744273662567, 0.24615204334259033)","(-24.557252883911133, 219.36550903320312, 69.20075225830078)",1,2.04766845703125,1,"(-79.09284210205078, 5.443456172943115, 599.2598266601562)","(0.6801963448524475, 0.48186981678009033, 0.3511675000190735)",1,"(0.41368621587753296, 0.2531546354293823)","(-24.49799156188965, 217.4031982421875, 68.48654174804688)",1,2.0758514404296875,1,"(-16.199745178222656, 9.258939743041992, 600.6812133789062)","(0.5378201603889465, 0.47254619002342224, 0.3438040018081665)",1
590163395,6514471494103,"(0.41572248935699463, 0.25195127725601196)","(-23.418466567993164, 217.74044799804688, 68.60924530029297)",1,2.0399932861328125,1,"(-79.09213256835938, 5.438546657562256, 599.2495727539062)","(0.6801981329917908, 0.48188018798828125, 0.351144939661026)",1,"(0.4106537699699402, 0.25467565655708313)","(-26.105634689331055, 216.97698974609375, 68.33136749267578)",1,2.0865936279296875,1,"(-16.201509475708008, 9.249970436096191, 600.7711181640625)","(0.5378177762031555, 0.47257277369499207, 0.3439987897872925)",1
590171728,6514471502436,"(0.41791555285453796, 0.24796274304389954)","(-22.255826950073242, 218.85812377929688, 69.01605224609375)",1,2.03924560546875,1,"(-79.0936508178711, 5.433282852172852, 599.269775390625)","(0.6801945567131042, 0.4818931818008423, 0.351188600063324)",1,"(0.4118191599845886, 0.25262391567230225)","(-25.487802505493164, 217.55194091796875, 68.54065704345703)",1,2.0777587890625,1,"(-16.203384399414062, 9.23694896697998, 600.8214111328125)","(0.5378183126449585, 0.4726055860519409, 0.34410718083381653)",1
590180062,6514471510770,"(0.41552138328552246, 0.2507009208202362)","(-23.525068283081055, 218.09080505371094, 68.73680114746094)",1,2.0501861572265625,1,"(-79.09719848632812, 5.430022239685059, 599.2891845703125)","(0.6801959872245789, 0.4819016456604004, 0.35123130679130554)",1,"(0.4123026728630066, 0.2501489818096161)","(-25.231470108032227, 218.24546813964844, 68.7930908203125)",1,2.0768280029296875,1,"(-16.201120376586914, 9.221874237060547, 600.8218994140625)","(0.5378128886222839, 0.4726392924785614, 0.34410691261291504)",1
